carID,price
89856,9326
106581,24505
80886,13237
100174,16769
81376,23380
85391,10317
82175,14211
95250,15380
85071,4798
96210,17046
80317,27433
92731,20245
107704,9019
98302,7292
107055,23100
94621,41886
91709,18546
98193,47638
76189,17948
86871,14117
102917,6848
90923,27067
101603,11096
94196,21140
85174,15871
103370,12361
107877,16286
79567,14365
90091,9197
76169,14015
98708,11096
107347,21785
89583,9308
101591,11354
92160,15676
99676,11644
85354,17506
81900,11873
80345,22098
78509,32682
100872,9641
95087,28327
86027,16237
89135,13725
80557,26020
108092,20818
102672,16976
83022,8012
78398,20292
95889,28908
81117,45529
93730,18882
101380,9126
81772,27014
85304,10859
86107,5683
88696,15976
104350,20108
87331,12972
85206,16037
107445,24352
106539,28443
98712,22355
96875,13264
108464,22287
99890,7779
87771,17129
79442,20451
84170,11193
103045,14936
101544,3950
77350,10336
89225,14276
79565,55073
82849,10561
94360,20479
103040,6449
105101,46617
97077,11911
98674,13106
93447,29209
84951,20758
91953,10656
102101,8228
92604,30571
89010,9585
102729,9502
88024,11045
104367,11876
101230,11220
82524,20432
95279,47730
106098,12627
89749,8821
101277,6703
108016,27305
81259,23610
97434,20761
105289,25583
103379,9888
78317,31512
104166,20753
106660,31525
107490,11991
90684,13304
90032,6754
79481,19725
102524,9423
100778,16906
77810,14516
98979,13425
76558,19161
94550,23688
107246,6221
77429,25226
106105,12428
105213,9478
102747,10204
104958,15620
96036,17277
92310,23329
100837,6431
82858,11274
90119,10631
77304,20985
89011,11617
84623,16880
99665,22714
100592,10061
82623,10363
92035,18791
84305,10501
92903,6354
93398,19785
108067,17830
85062,8509
81727,37311
95637,10632
89690,8076
83240,17413
89711,8319
96945,10161
104924,22197
79633,20003
89582,4817
98080,7457
85992,6650
86712,12719
105767,13008
100590,9016
104574,15851
97246,13267
78141,19506
91590,28372
80767,13463
100344,14656
88987,20277
96479,20882
90598,8940
83880,8239
86802,15253
103078,15523
84736,9652
84196,3294
102062,10096
90110,5848
102907,10584
81776,24689
102431,6225
80442,14033
78656,28998
78537,35265
102511,7618
93612,19083
99284,8078
96315,15514
94305,45793
100636,11101
81816,14130
100352,15663
101476,10723
93392,32345
93995,21948
94261,31229
89117,15138
86506,2752
88456,7607
84134,10813
81088,11551
103960,11153
84925,13146
97306,9976
83752,7615
100696,3818
76472,11332
101128,13660
105932,14150
86416,6999
79616,28018
83395,14500
88734,11285
106676,17585
102442,10244
88761,17808
79708,27835
96808,18842
103755,9416
86273,18355
97635,26850
80797,25538
108000,18712
95126,40644
105187,31331
81613,20566
103906,6437
105729,7891
100637,16700
82861,7764
107823,15121
85274,14064
88926,14850
87871,10798
97970,6796
98044,7964
90277,6911
85647,12640
107447,17958
79418,7868
80383,27808
79894,16480
105875,7100
86032,11746
104423,15912
78437,14505
79480,17649
89973,6308
94007,28522
93952,15195
84548,3260
97885,11778
86571,10173
77839,37655
102201,5918
98731,7962
82395,18672
76816,32662
97956,7769
86012,13163
106393,21611
81832,26376
82787,19413
103974,6696
100725,10801
86552,7170
80174,13343
99189,15263
102543,13117
98518,14052
100334,9132
92673,18949
88008,11885
105207,24838
106462,23191
106106,15740
79705,17649
108193,17979
89668,8226
86435,11694
101281,11225
104753,27439
79004,17067
89732,2996
89201,12796
87282,13111
101589,9538
87352,11692
103388,9584
93619,17247
101941,6657
106533,13490
90018,25046
101265,16101
104255,23462
80093,26891
82433,7695
77254,20829
106400,30848
79847,10482
95735,28358
106733,20171
76318,20612
95966,17750
101690,9637
82845,15942
96266,22209
104175,28949
97347,13766
92730,48659
84738,9025
102596,6242
78356,31361
94062,30953
101662,6911
81715,28600
103046,11851
108133,6928
96302,13087
83859,21671
104815,17141
95903,26801
79683,10250
88888,20929
80529,23538
81898,76495
83435,10183
80448,13415
79241,31455
76056,20643
76342,16795
98238,9506
85878,7986
102846,9937
90215,3272
79635,60143
77561,17136
101151,13203
93594,26453
78703,36702
87596,7682
92572,19763
90757,8167
95881,19810
98008,13142
84805,8929
100888,10169
82504,15813
82177,14614
89472,32259
82301,17046
106483,8828
79808,13047
83412,17144
89386,17613
89889,21043
108249,17524
98252,8916
83525,9464
102595,9940
94255,11501
91259,26262
99539,7161
97379,23955
104452,25175
88479,11107
95424,24386
94732,47779
89025,10359
89497,40865
92405,14932
95346,16065
91337,17658
97739,14779
81087,12764
80661,10081
105537,12641
81073,27255
102770,9829
99299,9729
77528,18248
95278,31815
106536,17277
79421,14461
105026,23627
97887,11447
106163,16930
103242,10660
103098,8193
76195,15806
103418,12708
102091,12275
102341,7422
100315,20357
100377,7585
78857,21666
93748,30709
107891,9431
77063,27269
86916,9411
108347,9994
94475,18391
100383,11798
80618,32952
98926,10115
77228,15429
106915,15063
92594,11576
80745,34541
78361,10822
95725,26301
105171,8562
87007,9804
104121,15907
92877,15636
108335,43489
101357,13537
89325,9973
103144,8046
101413,6445
85182,11269
84097,17398
101970,5604
98315,4921
89048,10822
106141,8805
87105,16355
88472,12579
93361,15425
87040,8061
99831,11514
95677,13074
89770,6503
77371,26999
107143,18167
100271,11751
83905,11350
101531,13963
90617,8079
83895,18655
89453,14083
106012,20464
76381,18711
106986,15855
84143,11998
91665,42452
81350,13563
80422,13041
84794,6156
81156,31334
77082,35006
97356,9385
82730,17276
99244,9809
85538,16140
101585,11240
90288,9461
98799,2896
93547,20906
85142,9851
82012,32232
89654,15730
102304,13434
79288,42829
77400,11509
98597,6241
103156,8368
95446,27176
97036,9080
101401,8493
80817,10143
84078,6664
95390,26634
79883,23959
104059,12624
103041,11283
81651,13026
100432,10776
84933,13929
81600,18950
78379,8137
90816,7684
107414,9311
105633,19574
99508,7197
100874,8238
104208,17650
84774,11981
96518,12927
91543,20955
107146,21260
94426,15692
99059,9298
96640,8165
81277,9234
102409,12044
104800,14220
107498,19287
90942,42915
80202,24063
76794,16882
88973,14301
91958,62518
80562,19504
103486,7778
95237,15408
105569,15587
106560,26665
107977,13661
90076,16386
93050,16058
80609,27970
88557,16267
90894,19490
83669,6616
78849,17402
101275,7575
91858,7023
96243,14403
106227,25452
105300,16817
93065,40794
78002,12322
82500,13500
78204,9627
107851,8579
86217,7265
82662,7462
93324,33071
79680,12891
104920,21439
96735,12194
89992,7662
106961,25465
80078,14069
101429,9766
95551,19480
79937,55543
80680,19421
99448,11714
93909,33136
96888,9738
104584,12911
107289,21541
84126,15940
101282,11091
92474,23784
88871,15896
107177,15388
106026,14718
96937,11780
83543,6603
81094,18403
77503,21631
85351,6070
96000,15439
87374,15684
86394,19284
108364,12575
91441,30594
97039,19834
106685,11717
95631,16384
101883,8456
78238,11232
97508,9328
98441,12051
80066,22017
79095,38418
80007,13163
100219,8849
82511,9836
89270,15737
88713,9556
100353,10559
102841,4325
90117,13550
81549,49701
82350,26813
76546,35468
81013,19182
91240,16239
91542,20350
104518,13248
93537,48315
94372,25427
104419,20502
97636,13825
96288,24281
78717,9965
105610,20448
97754,16933
81458,12119
86931,18372
90713,21214
90909,30641
77251,39711
95081,10349
95560,14023
93288,17523
105036,13512
108490,10059
96935,21753
89373,13716
98010,8796
104699,20902
86692,7957
85024,7867
79086,32403
89939,12717
79098,19077
86141,18060
105462,30004
92870,33061
92163,22078
87481,16164
83276,9810
79356,25066
103602,11544
88460,10329
100934,6201
96659,6366
83204,9362
104621,19862
84110,12098
99265,12254
79574,13783
78186,11237
87005,14091
104043,14964
81574,31453
104091,10729
77759,23383
78181,10928
96169,9830
98267,19455
97837,12937
80133,16615
98571,9985
88628,20418
78622,14741
88678,10942
87278,15625
86963,9549
100350,6759
78771,18484
95935,18016
107590,12815
84458,13998
85656,9101
81611,3828
92638,22527
87478,8059
98407,4168
95581,10065
100645,11981
97184,6831
84473,14523
88951,6927
100836,10318
91338,58738
94112,16736
89882,17322
97097,7714
99151,10433
99607,8859
78931,17823
97805,6569
97477,13064
87819,19004
76361,19288
99201,30227
103410,11457
108436,14544
105558,19390
88025,7814
101944,8168
80786,18546
84001,15158
78304,22354
100501,14775
99693,7521
94557,18632
82152,27065
92039,34564
83177,15091
90726,7875
82879,13101
87378,16892
91699,15019
85500,18649
97050,9827
88754,5144
79069,34991
89329,17299
102605,10510
93090,17174
108403,15848
91391,19125
80964,20843
89444,24860
84092,12366
100617,10646
107962,19899
106640,7170
95123,12806
99114,6235
94461,22550
88654,15271
80421,15250
78113,19545
100558,6993
78873,26162
85480,10427
103902,10341
104816,20730
89039,14250
95169,16080
93971,18886
84450,19921
80824,27673
92545,16212
89226,6566
93873,20646
85871,16127
86343,10492
93634,37889
106942,8943
82535,10868
92259,17807
88794,13446
77385,35564
76996,6516
102708,8366
81359,14335
90486,3531
100200,8216
87970,14459
107512,10378
79078,26966
108477,14211
80312,33360
82208,8016
100695,12678
99506,9450
85773,15928
101887,13291
90129,10924
84730,9272
107601,22997
89592,6313
84844,13323
96938,15443
84981,16135
100698,12820
103306,15288
107175,24315
95411,31240
101169,13880
99407,18469
78248,16343
79031,19351
