carID,price
89856,6946
106581,25005
80886,13541
100174,16575
81376,22684
85391,10389
82175,14724
95250,14896
85071,4928
96210,18076
80317,27479
92731,19453
107704,9511
98302,7186
107055,22886
94621,40565
91709,18812
98193,46386
76189,17492
86871,12673
102917,6640
90923,25786
101603,7525
94196,21245
85174,15957
103370,12720
107877,16717
79567,14730
90091,9640
76169,14492
98708,11176
107347,21728
89583,9396
101591,11679
92160,16754
99676,11641
85354,17236
81900,12069
80345,22146
78509,31872
100872,9915
95087,27250
86027,16154
89135,14404
80557,26896
108092,20895
102672,17062
83022,8009
78398,20426
95889,28843
81117,47259
93730,18491
101380,9509
81772,26806
85304,10847
86107,6005
88696,16091
104350,19444
87331,12584
85206,16180
107445,23108
106539,28429
98712,21570
96875,13529
108464,22102
99890,7852
87771,16589
79442,20810
84170,11045
103045,15338
101544,3977
77350,10043
89225,15098
79565,56935
82849,10608
94360,20997
103040,6623
105101,48809
97077,11879
98674,12541
93447,29919
84951,19352
91953,10193
102101,8158
92604,31320
89010,9581
102729,9712
88024,10530
104367,12164
101230,11041
82524,19371
95279,49272
106098,12494
89749,8756
101277,6921
108016,27834
81259,25551
97434,20285
105289,25507
103379,9899
78317,31821
104166,21677
106660,32053
107490,11846
90684,13159
90032,7035
79481,19563
102524,9472
100778,16927
77810,14988
98979,13016
76558,19505
94550,24541
107246,6355
77429,24880
106105,12493
105213,9514
102747,10041
104958,15099
96036,16912
92310,22636
100837,6374
82858,11200
90119,10893
77304,21365
89011,11419
84623,16512
99665,21827
100592,10013
82623,10539
92035,18783
84305,10967
92903,5619
93398,19884
108067,19780
85062,8019
81727,38362
95637,10406
89690,8069
83240,17440
89711,8501
96945,9942
104924,22778
79633,20517
89582,4832
98080,7411
85992,6971
86712,12842
105767,13212
100590,9329
104574,16281
97246,11132
78141,18394
91590,29663
80767,13985
100344,15005
88987,20405
96479,20167
90598,8705
83880,8060
86802,13333
103078,16591
84736,9578
84196,3222
102062,9946
90110,5908
102907,10798
81776,24389
102431,6344
80442,14471
78656,28720
78537,35658
102511,7353
93612,19556
99284,7838
96315,15261
94305,47618
100636,11117
81816,14520
100352,16057
101476,10292
93392,32770
93995,22523
94261,30845
89117,15804
86506,2451
88456,7554
84134,11014
81088,11679
103960,10718
84925,12255
97306,9817
83752,7649
100696,4020
76472,11587
101128,13841
105932,14071
86416,6903
79616,27761
83395,14044
88734,11247
106676,17786
102442,10559
88761,18047
79708,26999
96808,18419
103755,9190
86273,18608
97635,26385
80797,24599
108000,18953
95126,39485
105187,31637
81613,21678
103906,6355
105729,7734
100637,16438
82861,7900
107823,15710
85274,13923
88926,14659
87871,10776
97970,6991
98044,7899
90277,6815
85647,12550
107447,17888
79418,7955
80383,27913
79894,17034
105875,7444
86032,12017
104423,15726
78437,13926
79480,18624
89973,6456
94007,28064
93952,15086
84548,3834
97885,12279
86571,10359
77839,37139
102201,5754
98731,7820
82395,17395
76816,32516
97956,8368
86012,12614
106393,21292
81832,29041
82787,19524
103974,7000
100725,9874
86552,7135
80174,13283
99189,14563
102543,13148
98518,13743
100334,9141
92673,20252
88008,11914
105207,24890
106462,23677
106106,15502
79705,18916
108193,17919
89668,8284
86435,12087
101281,11655
104753,27560
79004,16579
89732,3117
89201,12716
87282,13228
101589,9895
87352,11350
103388,9906
93619,17194
101941,6892
106533,13838
90018,24380
101265,16064
104255,25655
80093,27066
82433,7704
77254,20713
106400,32217
79847,9836
95735,29880
106733,20951
76318,19043
95966,21969
101690,9872
82845,15892
96266,23889
104175,28244
97347,13351
92730,46698
84738,8872
102596,5719
78356,32769
94062,29574
101662,6833
81715,29247
103046,11504
108133,6934
96302,12994
83859,22524
104815,17504
95903,28644
79683,9486
88888,20127
80529,24529
81898,77939
83435,9690
80448,13981
79241,32617
76056,20641
76342,17357
98238,9359
85878,8013
102846,11107
90215,3885
79635,55582
77561,20308
101151,13192
93594,26690
78703,40517
87596,7644
92572,19210
90757,8048
95881,19463
98008,13122
84805,9095
100888,10061
82504,15760
82177,15355
89472,33274
82301,17204
106483,8838
79808,13046
83412,17068
89386,17472
89889,20670
108249,17254
98252,8945
83525,9807
102595,9946
94255,11387
91259,26632
99539,7443
97379,25431
104452,25509
88479,11219
95424,26170
94732,45801
89025,10219
89497,43440
92405,14069
95346,16005
91337,18949
97739,15524
81087,11687
80661,12184
105537,12924
81073,27329
102770,10036
99299,9770
77528,19189
95278,31215
106536,17286
79421,14190
105026,23274
97887,11852
106163,16689
103242,10692
103098,8322
76195,15901
103418,11907
102091,12604
102341,7494
100315,20016
100377,7437
78857,23080
93748,30501
107891,9939
77063,29332
86916,8869
108347,9968
94475,18297
100383,10695
80618,34420
98926,10140
77228,16819
106915,15391
92594,11545
80745,35231
78361,10609
95725,25837
105171,7814
87007,9898
104121,16058
92877,15318
108335,43227
101357,13541
89325,10093
103144,7899
101413,6258
85182,11279
84097,17444
101970,5649
98315,5241
89048,11109
106141,8991
87105,17024
88472,14487
93361,16064
87040,7906
99831,11421
95677,12487
89770,6510
77371,27224
107143,17929
100271,11919
83905,11740
101531,14309
90617,7764
83895,18322
89453,13857
106012,20231
76381,18684
106986,15960
84143,12705
91665,45654
81350,13804
80422,12656
84794,6390
81156,33506
77082,35184
97356,9284
82730,17302
99244,9878
85538,16126
101585,11112
90288,9708
98799,2847
93547,21623
85142,9602
82012,34041
89654,15810
102304,13316
79288,42233
77400,11897
98597,6070
103156,8651
95446,28080
97036,9053
101401,8650
80817,9700
84078,6695
95390,27419
79883,25914
104059,12673
103041,11367
81651,13113
100432,10875
84933,14056
81600,17426
78379,8160
90816,7670
107414,9785
105633,19443
99508,7486
100874,8468
104208,17553
84774,12091
96518,12816
91543,21167
107146,20480
94426,15941
99059,9612
96640,8170
81277,8911
102409,12218
104800,13524
107498,19349
90942,41860
80202,25635
76794,17176
88973,14201
91958,59771
80562,19436
103486,7326
95237,15767
105569,15376
106560,27178
107977,13741
90076,16320
93050,16305
80609,28344
88557,16302
90894,19420
83669,8247
78849,15314
101275,7557
91858,7400
96243,14247
106227,25868
105300,16876
93065,41041
78002,12310
82500,13430
78204,9588
107851,8734
86217,7128
82662,7449
93324,32782
79680,12762
104920,21802
96735,12235
89992,7910
106961,26584
80078,14240
101429,10025
95551,20179
79937,55778
80680,18665
99448,11958
93909,32740
96888,10021
104584,12243
107289,22485
84126,15862
101282,11175
92474,21235
88871,16190
107177,16011
106026,15168
96937,11414
83543,7282
81094,18063
77503,23202
85351,6024
96000,18871
87374,15550
86394,19428
108364,12671
91441,29450
97039,18856
106685,11538
95631,15801
101883,8439
78238,10713
97508,8734
