carID,price
89856,11263
106581,24962
80886,13523
100174,17115
81376,22873
85391,10246
82175,14577
95250,14619
85071,4869
96210,16921
80317,27048
92731,20576
107704,9375
98302,7282
107055,22585
94621,42103
91709,18623
98193,46293
76189,17993
86871,14124
102917,6838
90923,28488
101603,6013
94196,21315
85174,15973
103370,12846
107877,16247
79567,14605
90091,9356
76169,14038
98708,11142
107347,21613
89583,9371
101591,11377
92160,15741
99676,11926
85354,17911
81900,11765
80345,22174
78509,32448
100872,9934
95087,28087
86027,16396
89135,14190
80557,26362
108092,20994
102672,17129
83022,7902
78398,20592
95889,28931
81117,45028
93730,18780
101380,9595
81772,26846
85304,11400
86107,5748
88696,16814
104350,19474
87331,13112
85206,16566
107445,23534
106539,28437
98712,21421
96875,13417
108464,22754
99890,8160
87771,16804
79442,21430
84170,10995
103045,15114
101544,3902
77350,10783
89225,14868
79565,55457
82849,10385
94360,20014
103040,6499
105101,46262
97077,11793
98674,12918
93447,29698
84951,20283
91953,10675
102101,8325
92604,30819
89010,9477
102729,9643
88024,10601
104367,11835
101230,11533
82524,19290
95279,48209
106098,12537
89749,8787
101277,6595
108016,27487
81259,25173
97434,20401
105289,26630
103379,9832
78317,31367
104166,21072
106660,31875
107490,12489
90684,13754
90032,6718
79481,19341
102524,9218
100778,17286
77810,14721
98979,13329
76558,19299
94550,23413
107246,6290
77429,25788
106105,12436
105213,9491
102747,9647
104958,15639
96036,17336
92310,23083
100837,6511
82858,11269
90119,10841
77304,21936
89011,11405
84623,16981
99665,22505
100592,9860
82623,10682
92035,18743
84305,10978
92903,6371
93398,19519
108067,18431
85062,8151
81727,38252
95637,10535
89690,7887
83240,17689
89711,8226
96945,10283
104924,22514
79633,20140
89582,4575
98080,7501
85992,6699
86712,12829
105767,13068
100590,8938
104574,16704
97246,11807
78141,18007
91590,28687
80767,13662
100344,14557
88987,20507
96479,21027
90598,8806
83880,8455
86802,14428
103078,15805
84736,9459
84196,3641
102062,9981
90110,6158
102907,10677
81776,24757
102431,6084
80442,13587
78656,28389
78537,35405
102511,7312
93612,19594
99284,8052
96315,15170
94305,46021
100636,11184
81816,14669
100352,15968
101476,10459
93392,32154
93995,21952
94261,31039
89117,15967
86506,2209
88456,7630
84134,11039
81088,11410
103960,11005
84925,12948
97306,10020
83752,7682
100696,3918
76472,11318
101128,13261
105932,14128
86416,7388
79616,28004
83395,14198
88734,11020
106676,17814
102442,10505
88761,17654
79708,27563
96808,18718
103755,9514
86273,17179
97635,27054
80797,25448
108000,18875
95126,40606
105187,31533
81613,21355
103906,6645
105729,7870
100637,15283
82861,7603
107823,15343
85274,14258
88926,14816
87871,10564
97970,6731
98044,8089
90277,6837
85647,12799
107447,17872
79418,7748
80383,27719
79894,16692
105875,7159
86032,11842
104423,15759
78437,14261
79480,17852
89973,6500
94007,28189
93952,15296
84548,3155
97885,11774
86571,10093
77839,37794
102201,5582
98731,8166
82395,17752
76816,32869
97956,8599
86012,12877
106393,21446
81832,26863
82787,19483
103974,6684
100725,10329
86552,7238
80174,13406
99189,14977
102543,12975
98518,14238
100334,8970
92673,18051
88008,12067
105207,25421
106462,23766
106106,16049
79705,18252
108193,17837
89668,8205
86435,11797
101281,11517
104753,27236
79004,17009
89732,3121
89201,12743
87282,13133
101589,9396
87352,11713
103388,9796
93619,17179
101941,6722
106533,13468
90018,24622
101265,15795
104255,24028
80093,26873
82433,7874
77254,19621
106400,29397
79847,10043
95735,29138
106733,20736
76318,19457
95966,18154
101690,9612
82845,16028
96266,25368
104175,28668
97347,13806
92730,48811
84738,8984
102596,6324
78356,30743
94062,31011
101662,7063
81715,29229
103046,13068
108133,6635
96302,12889
83859,22627
104815,17692
95903,27366
79683,10046
88888,21964
80529,24884
81898,74953
83435,9729
80448,14017
79241,32362
76056,20589
76342,17028
98238,9538
85878,8056
102846,10527
90215,3416
79635,59832
77561,18314
101151,13085
93594,26820
78703,37307
87596,7528
92572,19457
90757,8317
95881,19386
98008,13570
84805,8985
100888,10018
82504,16074
82177,14881
89472,32502
82301,17115
106483,8745
79808,13297
83412,17330
89386,17463
89889,20808
108249,17765
98252,8632
83525,9614
102595,10011
94255,11359
91259,27233
99539,7070
97379,23832
104452,25026
88479,11347
95424,26086
94732,46326
89025,10291
89497,43249
92405,14768
95346,15289
91337,18213
97739,14345
81087,11462
80661,9901
105537,12834
81073,27401
102770,9898
99299,9766
77528,18539
95278,32892
106536,17421
79421,14778
105026,23612
97887,11440
106163,17652
103242,9953
103098,8243
76195,15727
103418,12608
102091,12341
102341,7586
100315,20949
100377,7473
78857,22319
93748,29303
107891,9744
77063,27680
86916,8590
108347,9910
94475,18446
100383,11063
80618,33265
98926,10169
77228,16520
106915,15252
92594,11850
80745,34209
78361,10868
95725,26413
105171,7833
87007,9747
104121,15766
92877,15528
108335,44269
101357,13867
89325,10216
103144,7892
101413,6266
85182,11250
84097,17713
101970,5814
98315,4941
89048,10764
106141,8831
87105,16895
88472,13493
93361,15130
87040,7832
99831,11741
95677,12835
89770,6332
77371,27616
107143,18297
100271,11809
83905,11540
101531,14313
90617,8020
83895,18303
89453,13578
106012,20586
76381,19341
106986,15793
84143,12829
91665,43187
81350,14212
80422,13310
84794,6176
81156,32663
77082,34871
97356,9287
82730,16912
99244,9822
85538,15764
101585,11300
90288,9478
98799,2999
93547,21334
85142,9705
82012,32604
89654,15694
102304,13712
79288,42017
77400,11689
98597,6146
103156,8351
95446,28628
97036,9096
101401,8592
80817,9796
84078,6676
95390,26973
79883,24428
