carID,price
89856,11241
106581,25068
80886,13676
100174,17219
81376,22574
85391,10196
82175,14582
95250,14406
85071,4807
96210,16722
80317,27432
92731,20293
107704,9476
98302,7245
107055,22648
94621,41930
91709,18056
98193,45837
76189,17780
86871,13970
102917,6884
90923,28596
101603,5468
94196,21511
85174,15884
103370,12585
107877,16351
79567,14774
90091,9403
76169,14045
98708,10779
107347,21957
89583,9419
101591,11485
92160,15715
99676,12003
85354,17390
81900,11815
80345,21509
78509,32718
100872,9635
95087,27936
86027,16425
89135,14109
80557,26767
108092,21081
102672,16884
83022,7893
78398,20420
95889,28566
81117,46194
93730,18934
101380,9499
81772,27261
85304,11321
86107,5843
88696,16447
104350,19679
87331,12832
85206,16499
107445,23043
106539,28095
98712,21620
96875,13322
108464,22420
99890,8044
87771,16544
79442,21278
84170,11003
103045,14890
101544,3798
77350,10760
89225,14899
79565,55193
82849,10427
94360,20478
103040,6486
105101,46317
97077,11698
98674,12694
93447,30603
84951,19663
91953,10435
102101,8292
92604,30744
89010,9306
102729,9723
88024,10721
104367,11733
101230,11320
82524,19401
95279,48342
106098,12539
89749,8856
101277,6573
108016,27152
81259,25255
97434,20337
105289,26487
103379,9840
78317,30693
104166,21075
106660,31794
107490,12155
90684,13560
90032,6845
79481,19240
102524,9298
100778,17168
77810,14524
98979,13170
76558,19195
94550,23530
107246,6255
77429,24783
106105,12526
105213,9526
102747,9790
104958,15458
96036,17158
92310,23547
100837,6445
82858,11282
90119,10773
77304,21723
89011,11270
84623,16710
99665,22573
100592,9838
82623,10557
92035,18788
84305,10639
92903,6218
93398,19683
108067,19139
85062,8257
81727,38449
95637,10368
89690,7844
83240,17717
89711,8336
96945,10155
104924,22255
79633,20157
89582,4610
98080,7481
85992,6592
86712,12798
105767,12774
100590,8915
104574,16249
97246,11824
78141,17961
91590,28590
80767,13820
100344,14441
88987,20700
96479,21262
90598,8781
83880,8184
86802,14236
103078,15803
84736,9614
84196,3731
102062,10000
90110,6275
102907,10791
81776,24552
102431,6178
80442,13528
78656,28975
78537,35622
102511,7446
93612,19398
99284,7979
96315,15273
94305,45840
100636,11114
81816,14858
100352,16005
101476,10485
93392,32156
93995,22466
94261,30639
89117,15730
86506,2239
88456,7714
84134,10838
81088,11532
103960,10829
84925,12808
97306,9980
83752,7712
100696,3802
76472,11686
101128,13770
105932,14058
86416,7475
79616,28302
83395,14189
88734,11022
106676,17932
102442,10388
88761,17380
79708,28119
96808,18417
103755,9516
86273,17146
97635,26849
80797,25103
108000,18888
95126,39861
105187,31464
81613,21299
103906,6595
105729,7862
100637,15752
82861,7646
107823,15508
85274,14423
88926,14693
87871,10797
97970,6776
98044,8214
90277,6992
85647,12760
107447,17922
79418,7940
80383,27856
79894,16459
105875,7206
86032,11631
104423,15633
78437,14154
79480,18117
89973,6412
94007,28672
93952,15356
84548,3219
97885,12083
86571,10183
77839,37728
102201,5564
98731,8059
82395,17883
