carID,price
89856,11350
106581,25021
80886,13520
100174,17206
81376,22879
85391,10182
82175,14442
95250,14713
85071,4923
96210,16860
80317,27412
92731,20202
107704,9206
98302,7274
107055,22510
94621,41500
91709,18277
98193,46437
76189,17939
86871,14236
102917,6799
90923,28743
101603,5480
94196,21217
85174,15941
103370,12645
107877,16410
79567,14643
90091,9432
76169,14011
98708,10931
107347,21614
89583,9340
101591,11291
92160,15924
99676,11960
85354,17804
81900,11768
80345,22013
78509,32706
100872,9718
95087,27961
86027,16449
89135,14208
80557,26147
108092,21176
102672,17088
83022,7942
78398,20622
95889,28738
81117,45319
93730,18788
101380,9761
81772,26775
85304,11262
86107,5786
88696,16888
104350,19509
87331,13083
85206,16688
107445,23349
106539,28254
98712,21383
96875,13365
108464,22703
99890,8114
87771,16570
79442,21381
84170,10934
103045,14975
101544,3948
77350,10786
89225,14778
79565,55783
82849,10351
94360,20154
103040,6514
105101,45887
97077,11742
98674,12832
93447,29519
84951,20550
91953,10690
102101,8262
92604,30790
89010,9429
102729,9742
88024,10587
104367,11695
101230,11498
82524,18976
95279,47874
106098,12481
89749,8855
101277,6596
108016,27224
81259,24134
97434,20408
105289,26731
103379,9844
78317,30867
104166,21191
106660,31965
107490,12184
90684,13617
90032,6691
79481,19318
102524,9160
100778,17140
77810,14775
98979,13119
76558,19297
94550,23320
107246,6329
77429,25407
106105,12380
105213,9470
102747,9710
104958,15525
96036,17294
92310,23301
100837,6459
82858,11245
90119,10839
77304,22071
89011,11301
84623,16704
99665,22407
100592,9890
82623,10693
92035,18832
84305,11054
92903,6431
93398,19695
108067,19035
85062,8181
81727,38352
95637,10606
89690,7829
83240,17679
89711,8240
96945,10227
104924,22593
79633,20159
89582,4637
98080,7446
85992,6617
86712,12762
105767,12992
100590,8865
104574,16464
97246,11193
78141,17597
91590,28599
80767,13843
100344,14610
88987,20782
96479,20996
90598,8843
83880,8428
86802,14129
103078,15821
84736,9462
84196,3587
102062,10021
90110,6295
102907,10807
81776,24483
102431,6102
80442,13691
78656,28605
78537,35390
102511,7372
93612,19555
99284,8032
96315,15022
94305,45373
100636,11251
81816,14623
100352,15926
101476,10478
93392,32761
93995,22020
94261,30633
89117,16012
86506,2177
88456,7647
84134,10991
81088,11383
103960,11002
84925,12931
97306,10044
83752,7745
100696,3948
76472,11383
101128,13353
105932,14083
86416,7465
79616,27980
83395,14174
88734,10991
106676,17785
102442,10493
88761,17571
79708,27167
96808,18691
103755,9601
86273,17258
97635,26837
80797,25255
108000,18667
95126,40655
105187,31569
81613,21425
103906,6593
105729,7872
100637,15283
82861,7578
107823,15433
85274,14272
88926,14669
87871,10495
97970,6725
98044,8187
90277,6833
85647,12711
107447,17877
79418,7895
80383,27754
79894,16447
105875,7280
86032,11920
104423,15731
78437,14184
79480,17946
89973,6225
94007,28284
93952,15227
84548,3222
97885,11779
86571,10051
77839,37298
102201,5583
98731,8176
82395,17684
76816,32854
97956,8484
