carID,price
89856,9997
106581,25540
80886,13373
100174,16585
81376,21798
85391,10496
82175,14518
95250,14514
85071,5139
96210,17305
80317,27437
92731,19704
107704,11265
98302,7248
107055,23503
94621,41500
91709,20385
98193,47105
76189,17870
86871,12172
102917,6751
90923,25831
101603,12099
94196,21029
85174,15827
103370,12411
107877,16633
79567,14324
90091,9446
76169,14471
98708,10740
107347,23052
89583,9610
101591,12354
92160,16095
99676,11703
85354,17015
81900,11995
80345,22200
78509,31834
100872,9577
95087,26727
86027,16358
89135,14398
80557,26245
108092,21076
102672,17173
83022,7719
78398,20637
95889,29825
81117,48289
93730,18860
101380,9508
81772,26933
85304,10995
86107,6038
88696,15851
104350,19866
87331,12568
85206,16429
107445,23071
106539,28697
98712,21953
96875,12856
108464,22405
99890,8082
87771,16888
79442,20531
84170,11088
103045,15709
101544,3926
77350,9880
89225,14730
79565,55072
82849,11119
94360,21179
103040,6613
105101,49437
97077,11740
98674,12857
93447,28298
84951,19316
91953,10781
102101,8219
92604,31212
89010,9671
102729,9549
88024,10239
104367,11930
101230,11152
82524,19812
95279,50898
106098,12502
89749,8864
101277,6944
108016,27889
81259,25028
97434,20778
105289,24816
103379,10008
78317,31928
104166,21571
106660,31780
107490,11467
90684,13269
90032,6874
79481,20048
102524,9487
100778,16778
77810,14250
98979,13384
76558,18909
94550,23479
107246,6326
77429,25549
106105,12597
105213,9499
102747,9983
104958,15073
96036,17044
92310,23176
100837,6416
82858,11374
90119,11390
77304,21361
89011,11503
84623,16793
99665,22456
100592,10077
82623,10590
92035,18967
84305,10749
92903,5761
93398,20307
108067,19326
85062,8158
81727,38420
95637,10742
89690,8180
83240,16998
89711,8302
96945,10111
104924,22569
79633,20388
89582,4752
98080,7428
85992,6886
86712,12661
105767,12567
100590,9171
104574,15534
97246,11245
78141,18553
91590,28652
80767,13756
100344,14333
88987,19813
96479,20144
90598,9029
83880,8145
86802,13258
103078,15628
84736,9442
84196,4077
102062,10055
90110,6137
102907,10822
81776,25015
102431,6216
80442,14388
78656,28610
78537,35006
102511,7926
93612,19428
99284,7811
96315,15090
94305,50725
100636,10732
81816,14597
100352,16065
101476,10801
93392,32886
93995,21995
94261,31528
89117,15574
86506,2351
88456,7314
84134,10852
81088,11950
103960,10617
84925,12164
97306,9842
83752,7505
100696,4345
76472,11897
101128,13512
105932,13960
86416,7148
79616,29107
83395,14350
88734,11302
106676,17483
102442,10466
88761,17386
79708,27086
96808,18288
103755,8906
86273,17975
97635,26099
80797,24914
108000,18939
95126,40278
105187,31897
81613,20646
103906,6454
105729,7585
100637,17559
82861,7805
107823,15168
85274,13822
88926,14416
87871,10975
97970,7175
98044,7960
90277,6667
85647,12327
107447,18281
79418,7896
80383,27822
79894,16102
105875,7150
86032,11541
104423,15634
78437,14304
79480,19075
89973,6196
94007,29161
93952,15720
84548,4566
97885,11867
86571,10210
77839,37004
102201,5930
98731,8027
82395,17712
76816,32871
97956,7948
86012,12435
106393,21147
81832,30120
82787,19652
103974,6807
100725,10074
86552,7088
80174,13685
99189,15089
102543,13468
98518,13745
100334,9109
92673,20579
88008,11954
105207,24489
106462,22732
106106,15089
79705,19309
108193,17959
89668,8254
86435,11990
101281,11431
104753,27817
79004,17248
89732,3156
89201,12709
87282,12760
101589,9666
87352,11698
103388,9736
93619,17053
101941,6744
106533,13785
90018,24901
101265,16360
104255,23999
80093,27088
82433,7570
77254,16503
106400,31398
79847,10025
95735,29805
106733,20355
76318,20196
95966,16371
101690,10015
82845,15960
96266,23200
104175,29851
97347,13257
92730,47763
84738,9197
102596,5970
78356,32747
94062,29994
101662,6692
81715,29367
103046,11154
108133,6993
96302,12801
83859,21433
104815,17005
95903,28103
79683,9925
88888,20316
80529,24751
81898,78559
83435,10045
80448,14008
79241,33550
76056,20251
76342,17066
98238,9338
85878,7988
102846,11305
90215,4167
79635,58065
77561,19573
101151,13276
93594,27407
78703,41316
87596,7471
92572,19838
90757,8095
95881,19943
98008,13313
84805,9076
100888,10004
82504,15407
82177,15568
89472,32814
82301,17132
106483,8996
79808,13134
83412,17348
89386,17883
89889,21073
108249,16991
98252,8721
83525,9218
102595,9934
94255,11302
91259,28140
99539,7496
97379,25909
104452,24991
88479,11094
95424,26537
94732,48506
89025,10452
89497,43010
92405,14378
95346,15594
91337,18426
97739,15024
81087,12673
80661,11169
105537,12848
81073,27833
102770,9943
99299,10003
77528,19535
95278,30521
106536,17398
79421,13911
105026,23052
97887,12440
106163,16520
103242,10630
103098,8315
76195,15693
103418,12212
102091,12287
102341,7442
100315,19522
100377,7488
78857,21347
93748,30294
107891,9722
77063,27767
86916,9310
108347,9992
94475,18753
100383,11061
80618,32498
98926,10199
77228,16716
106915,15390
92594,11606
80745,34468
78361,10205
95725,26006
105171,8029
87007,9859
104121,16142
92877,15608
108335,43224
101357,13528
89325,10059
103144,7861
101413,6262
85182,10842
84097,17631
101970,5703
98315,5184
89048,10934
106141,8808
87105,17103
88472,14214
93361,15619
87040,8037
99831,11250
95677,12927
89770,6678
77371,26983
107143,18352
100271,12098
83905,11381
101531,13892
90617,7841
83895,18582
89453,13985
106012,20050
76381,19154
106986,16243
84143,12521
91665,46337
81350,13977
80422,13172
84794,6275
81156,33529
77082,34349
97356,9166
82730,17070
99244,9676
85538,16516
101585,11150
90288,9688
98799,2836
93547,21575
85142,9424
82012,33644
89654,15249
102304,13404
79288,41327
77400,12083
98597,6347
103156,8970
95446,26947
97036,9095
101401,8414
80817,9694
84078,6773
95390,27500
79883,26477
104059,12971
103041,11408
81651,13328
100432,10650
84933,13882
81600,18669
78379,7855
90816,7732
107414,9653
105633,19252
99508,7372
100874,8540
104208,17567
84774,12312
96518,12777
91543,21219
107146,21377
94426,15807
99059,8824
96640,8307
81277,8928
102409,12194
104800,13162
107498,19377
90942,44067
80202,23592
76794,17006
88973,13648
91958,56656
80562,19739
103486,7209
95237,16365
105569,15771
106560,26823
107977,14071
90076,16532
93050,16057
80609,27694
88557,16501
90894,19409
83669,7611
78849,15880
101275,7391
91858,7581
96243,14425
106227,25817
105300,16568
93065,40674
78002,12197
82500,13371
78204,9317
107851,8790
86217,7180
82662,7416
93324,32754
79680,13390
104920,21121
96735,12491
89992,7736
106961,26703
80078,14414
101429,9813
95551,19647
79937,55389
80680,19538
99448,11880
93909,32479
96888,10059
104584,12296
107289,21690
84126,15468
101282,12363
92474,21917
88871,16050
107177,16311
106026,14706
96937,11334
83543,7229
81094,18277
77503,22557
85351,6070
96000,16800
87374,15395
86394,19909
108364,12658
91441,29441
97039,18874
106685,11492
95631,15517
101883,8283
78238,10715
97508,9123
98441,12625
80066,18771
79095,37660
80007,12908
100219,9104
82511,9698
89270,15365
88713,9798
100353,11039
102841,4458
90117,13521
81549,48732
82350,26316
76546,35056
81013,19155
91240,17369
91542,20410
104518,13132
93537,53977
94372,25832
104419,20002
97636,12432
96288,24366
78717,10240
105610,20494
97754,17301
81458,12370
86931,18833
